chapter_id,chapter_name,section_id,section_name,req_id,req_description,L
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.7,アプリケーションが HTTP 変数汚染攻撃に対する防御策を備えている。特にアプリケーションフレームワークがリクエストパラメータのソース (クエリ文字列、ボディパラメータ、クッキー、ヘッダフィールド) を区別しない場合はこの防御が必要である。,2
V15,セキュアコーディングとアーキテクチャ,V15.4,安全な同時並行性,V15.4.1,マルチスレッドコード内の共有オブジェクト (キャッシュ、ファイル、複数のスレッドによってアクセスするメモリ内オブジェクトなど) は、スレッドセーフな型と、ロックやセマフォなどの同期メカニズムを使用して安全にアクセスして、競合状態やデータ破損を回避している。,3
V15,セキュアコーディングとアーキテクチャ,V15.4,安全な同時並行性,V15.4.2,リソースの存在やパーミッションなどのリソースの状態のチェックとそれらに依存するアクションは、単一のアトミック操作として実行され、チェック時間と使用時間 (TOCTOU) の競合状態を防いでいる。たとえば、ファイルを開く前にそのファイルが存在するかどうかをチェックしたり、ユーザのアクセスを付与する前に検証している。,3
V15,セキュアコーディングとアーキテクチャ,V15.4,安全な同時並行性,V15.4.3,ロックは一貫して使用され、互いに待機したり無限に再試行することによってスレッドがスタックすることを避けている。また、ロックロジックはリソースの管理を担当するコード内にとどめ、ロックが外部のクラスやコードによって不注意に、あるいは悪意を持って変更されないようにしている。,3
V15,セキュアコーディングとアーキテクチャ,V15.4,安全な同時並行性,V15.4.4,リソース割り当てのポリシーは、スレッドプールを活用するなどしてリソースへの公平なアクセスを確保し、優先度の低いスレッドが妥当な時間枠内で処理を進められるようにすることで、スレッドの枯渇を防いでいる。,3
V16,セキュリティログ記録とエラー処理,V16.1,セキュリティログ記録ドキュメント,V16.1.1,アプリケーションのテクノロジスタックの各レイヤで実行されるログ記録、ログ記録されるイベント、ログ形式、ログ記録の保存場所、ログ記録の使用方法、ログ記録へのアクセスコントロール方法、ログの保存期間を文書化したインベントリが存在している。,2
V16,セキュリティログ記録とエラー処理,V16.2,一般的なログ記録,V16.2.1,各ログエントリにはイベント発生時のタイムラインを詳細に調査するために必要なメタデータ (いつ、どこで、誰が、何を、など) を含んでいる。,2
V16,セキュリティログ記録とエラー処理,V16.2,一般的なログ記録,V16.2.2,すべてのログ記録コンポーネントのタイムソースが同期され、セキュリティイベントメタデータのタイムスタンプは UTC を使用するか、明示的なタイムゾーンオフセットを含む。分散システム間の一貫性を確保し、夏時間への移行時の混乱を防ぐため、UTC が推奨される。,2
V16,セキュリティログ記録とエラー処理,V16.2,一般的なログ記録,V16.2.3,アプリケーションはログインベントリに文書化されているファイルおよびサービスのログだけを保存またはブロードキャストしている。,2
V16,セキュリティログ記録とエラー処理,V16.2,一般的なログ記録,V16.2.4,ログは使用しているログプロセッサによって、できれば共通のログ形式を使用して、読み取りおよび関連付けできる。,2
V16,セキュリティログ記録とエラー処理,V16.2,一般的なログ記録,V16.2.5,機密データをログ記録する際、アプリケーションはデータの保護レベルに基づいてログ記録を実施している。たとえば、クレデンシャルや支払詳細など、特定のデータをログ記録することは許可できないことがある。セッショントークンなどのその他のデータは、ハッシュ化または、全体または一部がマスクすることによってのみログ記録できる。,2
V16,セキュリティログ記録とエラー処理,V16.3,セキュリティイベント,V16.3.1,すべての認証操作は成功した試行と失敗した試行を含めてログ記録されている。使用された認証の種類や要素などの追加のメタデータも収集する必要がある。,2
V16,セキュリティログ記録とエラー処理,V16.3,セキュリティイベント,V16.3.2,失敗した認可の試行をログ記録している。L3 では、これは、機密データへのアクセス時のログ記録 (機密データ自体はログ記録しない) を含む、すべての認可判定のログ記録を含む必要がある。,2
V16,セキュリティログ記録とエラー処理,V16.3,セキュリティイベント,V16.3.3,アプリケーションはドキュメントで定義されているセキュリティイベントをログ記録し、入力バリデーション、ビジネスロジック、アンチオートメーションなどのセキュリティ制御をバイパスする試みもログ記録している。,2
V16,セキュリティログ記録とエラー処理,V16.3,セキュリティイベント,V16.3.4,アプリケーションは、予期しないエラーや、バックエンド TLS 障害などのセキュリティ制御障害をログ記録している。,2
V16,セキュリティログ記録とエラー処理,V16.4,ログ保護,V16.4.1,ログインジェクションを防ぐためにすべてのログ記録コンポーネントがデータを適切にエンコードしている。,2
V16,セキュリティログ記録とエラー処理,V16.4,ログ保護,V16.4.2,ログは不正なアクセスから保護されており、改変できない。,2
V16,セキュリティログ記録とエラー処理,V16.4,ログ保護,V16.4.3,分析、検出、警告、エスカレーションのために、ログが論理的に分離されたシステムに安全に送信されている。これはアプリケーションが侵害されたとしても、ログが侵害されないことを保証することを目的としている。,2
V16,セキュリティログ記録とエラー処理,V16.5,エラー処理,V16.5.1,予期しないエラーやセキュリティ上重要なエラーが発生した際、スタックトレース、クエリ、秘密鍵、トークンなどの機密性の高い内部システムデータを開示しない、一般的なメッセージをコンシューマに返している。,2
V16,セキュリティログ記録とエラー処理,V16.5,エラー処理,V16.5.2,外部リソースへのアクセスが失敗した場合でも、たとえば、サーキットブレーカーやグレースフルデグラデーションなどのパターンを使用することで、アプリケーションは安全に動作し続ける。,2
V16,セキュリティログ記録とエラー処理,V16.5,エラー処理,V16.5.3,例外が発生した場合など、アプリケーションは適切かつ安全に失敗し、検証ロジックの結果としてのエラーにも関わらずトランザクションを処理するようなフェイルオープン状態を防いでいる。,2
V16,セキュリティログ記録とエラー処理,V16.5,エラー処理,V16.5.4,未処理の例外をすべてキャッチする「最終手段」のエラーハンドラが定義されている。これは、ログファイルに記録する必要があるエラー詳細を失わないようにするためであり、エラーがアプリケーションプロセス全体を停止して可用性が失われないようにするためである。,3
V17,WebRTC,V17.1,TURN サーバ,V17.1.1,Traversal Using Relays around NAT (TURN) サービスは特別な目的 (内部ネットワーク、ブロードキャスト、ループバックなど) のために予約されていない IP アドレスへのアクセスのみを許可している。これは IPv4 と IPv6 の両方のアドレスに適用することに注意する。,2
V17,WebRTC,V17.1,TURN サーバ,V17.1.2,正規のユーザが TURN サーバ上で多数のポートを開こうとした際に、Traversal Using Relays around NAT (TURN) サービスはリソース枯渇の影響を受けない。,3
V17,WebRTC,V17.2,メディア,V17.2.1,"データグラムトランスポート層セキュリティ (Datagram Transport Layer Security, DTLS) 証明書の鍵は、暗号鍵の管理に関する文書化されたポリシーに基づいて管理および保護されている。",2
V17,WebRTC,V17.2,メディア,V17.2.2,"メディアサーバは、承認されたデータグラムトランスポート層セキュリティ (Datagram Transport Layer Security, DTLS) 暗号スイートと、セキュアリアルタイムトランスポートプロトコル (Secure Real-time Transport Protocol) の鍵を確立するための DTLS 拡張 (DTLS-SRTP) 用の安全な保護プロファイルを使用およびサポートするように構成されている。",2
V17,WebRTC,V17.2,メディア,V17.2.3,"セキュアリアルタイムトランスポートプロトコル (Secure Real-time Transport Protocol, SRTP) 認証はメディアサーバで確認されており、リアルタイムトランスポートプロトコル (Real-time Transport Protocol, RTP) インジェクション攻撃によるサービス拒否状態や、メディアストリームへの音声または映像メディアの挿入を防止している。",2
V17,WebRTC,V17.2,メディア,V17.2.4,"不正なセキュアリアルタイムトランスポートプロトコル (Secure Real-time Transport Protocol, SRTP) パケットに遭遇した場合でも、メディアサーバは受信メディアトラフィックの処理を継続できる。",2
V17,WebRTC,V17.2,メディア,V17.2.5,"正規のユーザからセキュアリアルタイムトランスポートプロトコル (Secure Real-time Transport Protocol, SRTP) パケットが大量送信されている間も、メディアサーバは受信メディアトラフィックの処理を継続できる。",3
V17,WebRTC,V17.2,メディア,V17.2.6,"メディアサーバはデータグラムトランスポート層セキュリティ (Datagram Transport Layer Security, DTLS) での ""ClientHello"" Race Condition 脆弱性の影響を受けておらず、メディアサーバが脆弱性を持つことを公表しているかどうかを確認し、競合状態テストを実行している。",3
V17,WebRTC,V17.2,メディア,V17.2.7,"正規のユーザからセキュアリアルタイムトランスポートプロトコル (Secure Real-time Transport Protocol, SRTP) パケットが大量送信されている間も、メディアサーバに関連付けられた音声や映像のレコーディングメカニズムは受信メディアトラフィックの処理を継続できる。",3
V17,WebRTC,V17.2,メディア,V17.2.8,"データグラムトランスポート層セキュリティ (Datagram Transport Layer Security, DTLS) 証明書はセキュアリアルタイムトランスポートプロトコル (Secure Real-time Transport Protocol, SRTP) フィンガープリント属性と照合され、チェックに失敗した場合はメディアストリームを終了して、メディアストリームの真正性を確保している。",3
V17,WebRTC,V17.3,シグナリング,V17.3.1,フラッド攻撃中でも、シグナリングサーバは正当な受信シグナリングメッセージの処理を継続できる。これはシグナリングレベルでレート制限を実装することで実現できる。,2
V17,WebRTC,V17.3,シグナリング,V17.3.2,サービス拒否状態を引き起こす可能性のある不正なシグナリングメッセージに遭遇した場合でも、シグナリングサーバは正当なシグナリングメッセージの処理を継続できる。これには、入力バリデーションの実装、整数オーバーフローの安全な処理、バッファオーバーフローの防止、その他の堅牢なエラー処理技法の採用などを含む。,2

